amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T01,1,,IN1,P1,SORT1,2.0,0.0,25.0,2.0,vg::IN1__P1__path_1,path_1,2.98,2.98,2.98,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,2.98,2.98,14.106667,0.0,0.0,13.2368,76.7632,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T07,2,T01,SORT1,P7,OUT1,3.0,8.0,42.0,2.0,vg::SORT1__P7__path_1,path_1,3.76,3.76,4.76,vg::P7__OUT1__path_1,path_1,6.021111,5.419,6.419,17.866667,17.866667,26.887778,0.0,0.0,10.8628,65.9004,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T08,3,T07,OUT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::OUT1__P9__path_1,path_1,7.135,7.135,8.135,vg::P9__SORT2__path_1,path_1,5.682222,5.114,5.614,34.022778,34.022778,41.705,0.0,0.0,13.6718,52.2286,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T12,4,T08,SORT2,P8,OUT1,2.0,18.0,55.0,3.0,vg::SORT2__P8__path_1,path_1,2.294,2.294,2.294,vg::P8__OUT1__path_1,path_1,3.554444,3.199,3.199,43.999,43.999,49.553444,0.0,0.0,6.5328,45.6958,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T03,5,T12,OUT1,P5,SORT1,3.0,2.0,32.0,1.0,vg::OUT1__P5__path_1,path_1,6.738,6.738,7.738,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,56.291444,56.291444,64.523667,32.523667,0.0,12.9888,32.707,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T11,6,T03,SORT1,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT1__P3__path_1,path_1,7.687,7.687,9.187,vg::P3__OUT2__path_1,path_1,10.395556,9.356,10.356,72.210667,72.210667,84.606222,32.606222,0.0,19.3142,13.3928,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T05,2,T02,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,17.101333,17.101333,23.972444,0.0,0.0,8.5998,63.152,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T04,3,T05,OUT2,P8,SORT2,2.0,4.0,35.0,3.0,vg::OUT2__P8__path_1,path_1,3.583,3.583,3.583,vg::P8__SORT2__path_1,path_1,2.548889,2.294,2.294,27.555444,27.555444,32.104333,0.0,0.0,6.7358,56.4162,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T10,4,T04,SORT2,P5,OUT1,3.0,14.0,50.0,2.0,basic_astar::SORT2__P5__path_1,path_1,4.7,4.7,4.7,vg::P5__OUT1__path_1,path_1,7.486667,6.738,7.738,36.804333,36.804333,47.291,0.0,0.0,13.3856,43.0306,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T06,5,T10,OUT1,P2,SORT1,2.0,6.0,36.0,1.0,vg::OUT1__P2__path_1,path_1,7.943,7.943,9.943,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,55.234,55.234,63.805111,27.805111,0.0,15.4398,27.5908,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T09,6,T06,SORT1,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT1__P4__path_1,path_1,6.562,6.562,8.062000000000001,vg::P4__SORT1__path_1,path_1,7.291111,6.562,8.062000000000001,70.367111,70.367111,79.658222,31.658222,0.0,14.8364,12.7544,ok,ok,m2_milp_goal_programming+mixed,
