amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T01,1,,IN1,P1,SORT1,2.0,0.0,25.0,2.0,vg::IN1__P1__path_1,path_1,2.98,2.98,2.98,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,2.98,2.98,14.106667,0.0,0.0,13.2368,76.7632,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T11,2,T01,SORT1,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT1__P3__path_1,path_1,7.687,7.687,9.187,vg::P3__OUT2__path_1,path_1,10.395556,9.356,10.356,21.793667,21.793667,34.189222,0.0,0.0,19.3142,57.449,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T03,2,T02,SORT2,P5,SORT1,3.0,2.0,32.0,1.0,basic_astar::SORT2__P5__path_1,path_1,4.7,4.7,4.7,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,18.862333,18.862333,27.094556,0.0,0.0,10.9508,60.801,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T12,3,T03,SORT1,P8,OUT1,2.0,18.0,55.0,3.0,vg::SORT1__P8__path_1,path_1,0.92,0.92,0.92,vg::P8__OUT1__path_1,path_1,3.554444,3.199,3.199,28.014556,28.014556,33.569,0.0,0.0,5.1588,55.6422,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T06,1,,CHG1,P2,SORT1,2.0,6.0,36.0,1.0,vg::CHG1__P2__path_1,path_1,6.131111,5.518,6.018,vg::P2__SORT1__path_1,path_1,7.301235,5.914,7.914,6.131111,6.131111,15.432346,0.0,0.0,13.0148,86.9852,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T09,2,T06,SORT1,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT1__P4__path_1,path_1,7.291111,6.562,8.062000000000001,vg::P4__SORT1__path_1,path_1,8.101235,6.562,8.062000000000001,22.723457,22.723457,32.824691,0.0,0.0,14.8364,72.1488,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T07,1,,CHG2,P7,OUT1,3.0,8.0,42.0,2.0,vg::CHG2__P7__path_1,path_1,1.995455,2.195,2.695,vg::P7__OUT1__path_1,path_1,5.473737,5.419,6.419,1.995455,8.0,16.473737,0.0,6.004545,9.2978,70.7022,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T04,2,T07,OUT1,P8,SORT2,2.0,4.0,35.0,3.0,vg::OUT1__P8__path_1,path_1,2.908182,3.199,3.199,vg::P8__SORT2__path_1,path_1,2.317172,2.294,2.294,19.381919,19.381919,23.699091,0.0,0.0,6.3518,64.3504,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T05,3,T04,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.671818,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.428283,4.384,4.884,26.370909,26.370909,32.799192,0.0,0.0,8.5998,55.7506,ok,ok,m2_milp_goal_programming+mixed,
AMR5,AMR5,T08,1,,IN1,P9,SORT2,2.0,10.0,45.0,3.0,vg::IN1__P9__path_1,path_1,7.4,7.4,8.9,vg::P9__SORT2__path_1,path_1,5.682222,5.114,5.614,7.4,10.0,17.682222,0.0,2.6,13.9368,76.0632,ok,ok,m2_milp_goal_programming+mixed,
AMR5,AMR5,T10,2,T08,SORT2,P5,OUT1,3.0,14.0,50.0,2.0,basic_astar::SORT2__P5__path_1,path_1,4.7,4.7,4.7,vg::P5__OUT1__path_1,path_1,7.486667,6.738,7.738,22.382222,22.382222,32.868889,0.0,0.0,13.3856,62.6776,ok,ok,m2_milp_goal_programming+mixed,
