amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T06,1,,IN1,P2,SORT1,2.0,6.0,36.0,1.0,vg::IN1__P2__path_1,path_1,5.903,5.903,6.903,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,5.903,6.0,14.571111,0.0,0.097,13.3998,76.6002,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T03,2,T06,SORT1,P5,SORT1,3.0,2.0,32.0,1.0,vg::SORT1__P5__path_1,path_1,4.709,4.709,5.709,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,19.280111,19.280111,27.512333,0.0,0.0,10.9598,65.6404,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T15,3,T03,SORT1,P1,SORT1,2.0,25.0,54.0,2.0,vg::SORT1__P1__path_1,path_1,8.214,8.214,10.214,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,35.726333,35.726333,46.853,0.0,0.0,18.4708,47.1696,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T12,4,T15,SORT1,P8,OUT1,2.0,18.0,55.0,3.0,vg::SORT1__P8__path_1,path_1,0.92,0.92,0.92,vg::P8__OUT1__path_1,path_1,3.554444,3.199,3.199,47.773,47.773,53.327444,0.0,0.0,5.1588,42.0108,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T21,5,T12,OUT1,P7,SORT1,2.0,35.0,65.0,3.0,vg::OUT1__P7__path_1,path_1,5.419,5.419,6.419,vg::P7__SORT1__path_1,path_1,4.177778,3.76,4.76,58.746444,58.746444,64.924222,0.0,0.0,10.331,31.6798,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T09,6,T21,SORT1,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT1__P4__path_1,path_1,6.562,6.562,8.062000000000001,vg::P4__SORT1__path_1,path_1,7.291111,6.562,8.062000000000001,71.486222,71.486222,80.777333,32.777333,0.0,14.8364,16.8434,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T05,2,T02,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,17.101333,17.101333,23.972444,0.0,0.0,8.5998,63.152,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T10,3,T05,OUT2,P5,OUT1,3.0,14.0,50.0,2.0,vg::OUT2__P5__path_1,path_1,6.381,6.381,6.381,vg::P5__OUT1__path_1,path_1,7.486667,6.738,7.738,30.353444,30.353444,40.840111,0.0,0.0,15.0666,48.0854,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T16,4,T10,OUT1,P1,SORT1,3.0,28.0,66.0,3.0,vg::OUT1__P1__path_1,path_1,9.873,9.873,11.873,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,50.713111,50.713111,62.839778,0.0,0.0,20.3298,27.7556,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T14,5,T16,SORT1,P4,SORT2,3.0,23.0,53.0,1.0,vg::SORT1__P4__path_1,path_1,6.562,6.562,8.062000000000001,vg::P4__SORT2__path_1,path_1,7.712222,6.941,8.440999999999999,69.401778,69.401778,80.114,27.114,0.0,15.4912,12.2644,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T01,1,,CHG1,P1,SORT1,2.0,0.0,25.0,2.0,vg::CHG1__P1__path_1,path_1,2.44,2.196,2.196,vg::P1__SORT1__path_1,path_1,10.140741,8.214,10.214,2.44,2.44,14.580741,0.0,0.0,12.4528,87.5472,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T07,2,T01,SORT1,P7,OUT1,3.0,8.0,42.0,2.0,vg::SORT1__P7__path_1,path_1,4.177778,3.76,4.76,vg::P7__OUT1__path_1,path_1,6.690123,5.419,6.419,18.758519,18.758519,28.448642,0.0,0.0,10.8628,76.6844,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T08,3,T07,OUT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::OUT1__P9__path_1,path_1,7.927778,7.135,8.135,vg::P9__SORT2__path_1,path_1,6.31358,5.114,5.614,36.37642,36.37642,44.69,0.0,0.0,13.6718,63.0126,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T17,4,T08,SORT2,P1,SORT1,2.0,29.0,68.0,2.0,vg::SORT2__P1__path_1,path_1,10.748889,9.674,10.674,vg::P1__SORT1__path_1,path_1,10.140741,8.214,10.214,55.438889,55.438889,67.57963,0.0,0.0,19.9308,43.0818,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T18,5,T17,SORT1,P7,SORT2,3.0,29.0,54.0,1.0,vg::SORT1__P7__path_1,path_1,4.177778,3.76,4.76,vg::P7__SORT2__path_1,path_1,6.579012,5.329,5.829,71.757407,71.757407,81.33642,27.33642,0.0,10.7548,32.327,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T04,1,,CHG2,P8,SORT2,2.0,4.0,35.0,3.0,vg::CHG2__P8__path_1,path_1,2.142727,2.357,2.357,vg::P8__SORT2__path_1,path_1,2.317172,2.294,2.294,2.142727,4.0,8.317172,0.0,1.857273,5.5098,74.4902,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T11,2,T04,SORT2,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT2__P3__path_1,path_1,7.014545,7.716,8.716000000000001,vg::P3__OUT2__path_1,path_1,9.450505,9.356,10.356,15.331717,16.0,27.450505,0.0,0.668283,19.3432,55.147,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T13,3,T11,OUT2,P3,SORT1,2.0,20.0,54.0,2.0,vg::OUT2__P3__path_1,path_1,8.505455,9.356,10.356,vg::P3__SORT1__path_1,path_1,7.764646,7.687,9.187,35.95596,35.95596,45.720606,0.0,0.0,18.9804,36.1666,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T19,4,T13,SORT1,P1,SORT2,3.0,32.0,66.0,1.0,vg::SORT1__P1__path_1,path_1,7.467273,8.214,10.214,vg::P1__SORT2__path_1,path_1,9.771717,9.674,10.674,53.187879,53.187879,65.959596,0.0,0.0,20.4228,15.7438,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T20,5,T19,SORT2,P8,SORT1,2.0,35.0,71.0,1.0,vg::SORT2__P8__path_1,path_1,2.085455,2.294,2.294,vg::P8__SORT1__path_1,path_1,0.929293,0.92,0.92,68.045051,68.045051,70.974343,0.0,0.0,3.798,11.9458,ok,ok,m3_regret_insertion_ls+mixed,
