amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T06,1,,IN1,P2,SORT1,2.0,6.0,36.0,1.0,vg::IN1__P2__path_1,path_1,5.903,5.903,6.903,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,5.903,6.0,14.571111,0.0,0.097,13.3998,76.6002,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T16,2,T06,SORT1,P9,SORT1,3.0,20.0,45.0,3.0,vg::SORT1__P9__path_1,path_1,5.106,5.106,6.106,vg::P9__SORT1__path_1,path_1,5.673333,5.106,6.106,19.677111,20.0,28.673333,0.0,0.322889,11.8332,64.767,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T07,3,T16,SORT1,P7,OUT1,3.0,8.0,42.0,2.0,vg::SORT1__P7__path_1,path_1,3.76,3.76,4.76,vg::P7__OUT1__path_1,path_1,6.021111,5.419,6.419,32.433333,32.433333,41.454444,0.0,0.0,10.8628,53.9042,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T23,4,T07,OUT1,P4,SORT2,3.0,33.0,66.0,2.0,vg::OUT1__P4__path_1,path_1,8.221,8.221,9.721,vg::P4__SORT2__path_1,path_1,7.712222,6.941,8.440999999999999,49.675444,49.675444,60.387667,0.0,0.0,17.1502,36.754,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T26,5,T23,SORT2,P6,SORT1,2.0,40.0,75.0,3.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__SORT1__path_1,path_1,4.525556,4.073,4.573,63.326667,63.326667,69.852222,0.0,0.0,8.2266,28.5274,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T18,6,T26,SORT1,P9,SORT1,3.0,23.0,52.0,2.0,vg::SORT1__P9__path_1,path_1,5.106,5.106,6.106,vg::P9__SORT1__path_1,path_1,5.673333,5.106,6.106,74.958222,74.958222,83.631556,31.631556,0.0,11.8332,16.6942,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T19,7,T18,SORT1,P1,SORT2,3.0,26.0,61.0,1.0,vg::SORT1__P1__path_1,path_1,8.214,8.214,10.214,vg::P1__SORT2__path_1,path_1,10.748889,9.674,10.674,91.845556,91.845556,105.594444,44.594444,0.0,20.4228,-3.7286,ok,ok,m3_regret_insertion_ls+mixed,battery below safety threshold
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T13,2,T02,SORT2,P3,SORT1,2.0,19.0,44.0,3.0,vg::SORT2__P3__path_1,path_1,7.716,7.716,8.716000000000001,vg::P3__SORT1__path_1,path_1,8.541111,7.687,9.187,21.878333,21.878333,32.419444,0.0,0.0,17.3404,54.4114,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T14,3,T13,SORT1,P5,SORT2,2.0,20.0,48.0,2.0,vg::SORT1__P5__path_1,path_1,4.709,4.709,5.709,basic_astar::P5__SORT2__path_1,path_1,5.222222,4.7,4.7,37.128444,37.128444,44.350667,0.0,0.0,10.749,43.6624,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T29,4,T14,SORT2,P2,SORT1,2.0,42.0,74.0,3.0,vg::SORT2__P2__path_1,path_1,6.203,6.203,7.703,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,50.553667,50.553667,59.124778,0.0,0.0,13.6998,29.9626,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T30,5,T29,SORT1,P3,SORT2,2.0,44.0,81.0,3.0,vg::SORT1__P3__path_1,path_1,7.687,7.687,9.187,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,66.811778,66.811778,77.385111,0.0,0.0,17.3462,12.6164,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T11,6,T30,SORT2,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT2__P3__path_1,path_1,7.716,7.716,8.716000000000001,vg::P3__OUT2__path_1,path_1,10.395556,9.356,10.356,85.101111,85.101111,97.496667,45.496667,0.0,19.3432,-6.7268,ok,ok,m3_regret_insertion_ls+mixed,battery below safety threshold
AMR3,AMR3,T01,1,,CHG1,P1,SORT1,2.0,0.0,25.0,2.0,vg::CHG1__P1__path_1,path_1,2.44,2.196,2.196,vg::P1__SORT1__path_1,path_1,10.140741,8.214,10.214,2.44,2.44,14.580741,0.0,0.0,12.4528,87.5472,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T08,2,T01,SORT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::SORT1__P9__path_1,path_1,5.673333,5.106,6.106,vg::P9__SORT2__path_1,path_1,6.31358,5.114,5.614,20.254074,20.254074,28.567654,0.0,0.0,11.6428,75.9044,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T10,3,T08,SORT2,P5,OUT1,3.0,14.0,50.0,2.0,basic_astar::SORT2__P5__path_1,path_1,5.222222,4.7,4.7,vg::P5__OUT1__path_1,path_1,8.318519,6.738,7.738,33.789877,33.789877,45.108395,0.0,0.0,13.3856,62.5188,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T24,4,T10,OUT1,P8,SORT2,2.0,36.0,66.0,1.0,vg::OUT1__P8__path_1,path_1,3.554444,3.199,3.199,vg::P8__SORT2__path_1,path_1,2.832099,2.294,2.294,48.66284,48.66284,53.494938,0.0,0.0,6.3518,56.167,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T27,5,T24,SORT2,P8,SORT2,2.0,41.0,67.0,1.0,vg::SORT2__P8__path_1,path_1,2.548889,2.294,2.294,vg::P8__SORT2__path_1,path_1,2.832099,2.294,2.294,56.043827,56.043827,60.875926,0.0,0.0,5.4468,50.7202,ok,ok,m3_regret_insertion_ls+mixed,
