amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T03,1,,IN1,P5,SORT1,3.0,2.0,32.0,1.0,vg::IN1__P5__path_1,path_1,6.492,6.492,7.492,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,6.492,6.492,14.724222,0.0,0.0,12.7428,77.2572,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T07,2,T03,SORT1,P7,OUT1,3.0,8.0,42.0,2.0,vg::SORT1__P7__path_1,path_1,3.76,3.76,4.76,vg::P7__OUT1__path_1,path_1,6.021111,5.419,6.419,18.484222,18.484222,27.505333,0.0,0.0,10.8628,66.3944,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T08,3,T07,OUT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::OUT1__P9__path_1,path_1,7.135,7.135,8.135,vg::P9__SORT2__path_1,path_1,5.682222,5.114,5.614,34.640333,34.640333,42.322556,0.0,0.0,13.6718,52.7226,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T09,4,T08,SORT2,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT2__P4__path_1,path_1,6.941,6.941,8.440999999999999,vg::P4__SORT1__path_1,path_1,7.291111,6.562,8.062000000000001,49.263556,49.263556,58.554667,10.554667,0.0,15.2154,37.5072,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T05,2,T02,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,17.101333,17.101333,23.972444,0.0,0.0,8.5998,63.152,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T13,3,T05,OUT2,P3,SORT1,2.0,19.0,44.0,3.0,vg::OUT2__P3__path_1,path_1,9.356,9.356,10.356,vg::P3__SORT1__path_1,path_1,8.541111,7.687,9.187,33.328444,33.328444,43.869556,0.0,0.0,18.9804,44.1716,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T06,4,T13,SORT1,P2,SORT1,2.0,6.0,36.0,1.0,vg::SORT1__P2__path_1,path_1,5.914,5.914,7.914,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,49.783556,49.783556,58.354667,22.354667,0.0,13.4108,30.7608,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T01,1,,CHG1,P1,SORT1,2.0,0.0,25.0,2.0,vg::CHG1__P1__path_1,path_1,2.44,2.196,2.196,vg::P1__SORT1__path_1,path_1,10.140741,8.214,10.214,2.44,2.44,14.580741,0.0,0.0,12.4528,87.5472,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T16,2,T01,SORT1,P9,SORT1,3.0,20.0,45.0,3.0,vg::SORT1__P9__path_1,path_1,5.673333,5.106,6.106,vg::P9__SORT1__path_1,path_1,6.303704,5.106,6.106,20.254074,20.254074,29.557778,0.0,0.0,11.8332,75.714,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T10,3,T16,SORT1,P5,OUT1,3.0,14.0,50.0,2.0,vg::SORT1__P5__path_1,path_1,5.232222,4.709,5.709,vg::P5__OUT1__path_1,path_1,8.318519,6.738,7.738,34.79,34.79,46.108519,0.0,0.0,13.3946,62.3194,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T17,4,T10,OUT1,P8,SORT2,2.0,20.0,55.0,1.0,vg::OUT1__P8__path_1,path_1,3.554444,3.199,3.199,vg::P8__SORT2__path_1,path_1,2.832099,2.294,2.294,49.662963,49.662963,54.495062,0.0,0.0,6.3518,55.9676,ok,ok,m2_milp_goal_programming+mixed,
