amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T09,1,,IN1,P4,SORT1,2.0,12.0,48.0,1.0,vg::IN1__P4__path_1,path_1,5.678,5.678,6.678,vg::P4__SORT1__path_1,path_1,7.291111,6.562,8.062000000000001,5.678,12.0,21.291111,0.0,6.322,13.9524,76.0476,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T13,2,T09,SORT1,P7,SORT1,3.0,19.0,53.0,3.0,vg::SORT1__P7__path_1,path_1,3.76,3.76,4.76,vg::P7__SORT1__path_1,path_1,4.177778,3.76,4.76,25.051111,25.051111,32.228889,0.0,0.0,8.872,67.1756,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T05,2,T02,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,17.101333,17.101333,23.972444,0.0,0.0,8.5998,63.152,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T04,3,T05,OUT2,P8,SORT2,2.0,4.0,35.0,3.0,vg::OUT2__P8__path_1,path_1,3.583,3.583,3.583,vg::P8__SORT2__path_1,path_1,2.548889,2.294,2.294,27.555444,27.555444,32.104333,0.0,0.0,6.7358,56.4162,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T01,1,,CHG1,P1,SORT1,2.0,0.0,25.0,2.0,vg::CHG1__P1__path_1,path_1,2.44,2.196,2.196,vg::P1__SORT1__path_1,path_1,10.140741,8.214,10.214,2.44,2.44,14.580741,0.0,0.0,12.4528,87.5472,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T08,2,T01,SORT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::SORT1__P9__path_1,path_1,5.673333,5.106,6.106,vg::P9__SORT2__path_1,path_1,6.31358,5.114,5.614,20.254074,20.254074,28.567654,0.0,0.0,11.6428,75.9044,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T03,1,,CHG2,P5,SORT1,3.0,2.0,32.0,1.0,vg::CHG2__P5__path_1,path_1,5.616364,6.178,7.178,vg::P5__SORT1__path_1,path_1,4.756566,4.709,5.709,5.616364,5.616364,13.372929,0.0,0.0,12.4288,67.5712,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T11,2,T03,SORT1,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT1__P3__path_1,path_1,6.988182,7.687,9.187,vg::P3__OUT2__path_1,path_1,9.450505,9.356,10.356,20.361111,20.361111,31.811616,0.0,0.0,19.3142,48.257,ok,ok,m2_milp_goal_programming+mixed,
AMR5,AMR5,T07,1,,IN1,P7,OUT1,3.0,8.0,42.0,2.0,vg::IN1__P7__path_1,path_1,7.62,7.62,9.12,vg::P7__OUT1__path_1,path_1,6.021111,5.419,6.419,7.62,8.0,17.021111,0.0,0.38,14.7228,75.2772,ok,ok,m2_milp_goal_programming+mixed,
AMR5,AMR5,T12,2,T07,OUT1,P8,OUT1,2.0,18.0,55.0,3.0,vg::OUT1__P8__path_1,path_1,3.199,3.199,3.199,vg::P8__OUT1__path_1,path_1,3.554444,3.199,3.199,20.220111,20.220111,25.774556,0.0,0.0,7.4378,67.8394,ok,ok,m2_milp_goal_programming+mixed,
AMR6,AMR6,T06,1,,IN2,P2,SORT1,2.0,6.0,36.0,1.0,vg::IN2__P2__path_1,path_1,5.635,5.635,6.135,vg::P2__SORT1__path_1,path_1,6.571111,5.914,7.914,5.635,6.0,14.571111,0.0,0.365,13.1318,76.8682,ok,ok,m2_milp_goal_programming+mixed,
AMR6,AMR6,T10,2,T06,SORT1,P5,OUT1,3.0,14.0,50.0,2.0,vg::SORT1__P5__path_1,path_1,4.709,4.709,5.709,vg::P5__OUT1__path_1,path_1,7.486667,6.738,7.738,19.280111,19.280111,29.766778,0.0,0.0,13.3946,63.4736,ok,ok,m2_milp_goal_programming+mixed,
